message size, message key, sending time, receiving time(remote), forwarding time(remote), receiving time(local),cs delay,c-s-c delay,min(cs),mean(cs),max(cs),min(csc),mean(csc),max(csc)
32,1554185567.70221,1554185567.73414,1554185567.74603,1554185567.78253,1554185567.78405,0.011890172958374,0.049910068511963,,,,,,
32,1554185567.7657,1554185567.79757,1554185567.79247,1554185567.82448,1554185567.82938,-0.005100011825562,0.03181004524231,,,,,,
32,1554185567.82917,1554185567.86098,1554185567.8577,1554185567.88971,1554185567.89468,-0.0032799243927,0.033699989318848,,,,,,
32,1554185567.89254,1554185567.92452,1554185567.91949,1554185567.95147,1554185567.9565,-0.005029916763306,0.031980037689209,,,,,,
32,1554185567.95611,1554185567.9881,1554185567.98315,1554185568.01523,1554185568.02015,-0.004950046539307,0.032049894332886,,,,,,
32,1554185568.01968,1554185568.05177,1554185568.04657,1554185568.07847,1554185568.08341,-0.005199909210205,0.03164005279541,,,,,,
32,1554185568.08355,1554185568.2314,1554185568.6123,1554185568.64396,1554185568.66833,0.380899906158447,0.436929941177368,,,,,,
32,1554185568.24738,1554185568.27929,1554185568.64419,1554185568.67567,1554185568.69975,0.3649001121521,0.420459985733032,,,,,,
32,1554185568.29521,1554185568.32709,1554185568.67588,1554185568.71847,1554185568.73118,0.348789930343628,0.40408992767334,,,,,,
32,1554185568.34305,1554185568.37504,1554185568.71879,1554185568.7506,1554185568.76268,0.34375,0.387639999389648,,,,,,
32,1554185568.39097,1554185568.42285,1554185568.75091,1554185568.78266,1554185568.79409,0.328060150146484,0.371240139007568,,,,,,
32,1554185568.43876,1554185568.47046,1554185568.78286,1554185568.81557,1554185568.82566,0.312400102615356,0.355200052261353,,,,,,
32,1554185568.4864,1554185568.51823,1554185568.81578,1554185568.8636,1554185568.86872,0.297549962997437,0.350490093231201,,,,,,
32,1554185568.53418,1554185568.56597,1554185568.86392,1554185568.89562,1554185568.90058,0.297950029373169,0.334609985351562,,,,,,
32,1554185568.58192,1554185568.61375,1554185568.89583,1554185568.95952,1554185568.96449,0.282079935073853,0.3507399559021,,,,,,
32,1554185568.62969,1554185568.66139,1554185568.95972,1554185569.00714,1554185569.0121,0.298329830169678,0.350709915161133,,,,,,
32,1554185568.67728,1554185568.70911,1554185569.00739,1554185569.03878,1554185569.05979,0.298280000686646,0.350679874420166,,,,,,
32,1554185568.72509,1554185568.75677,1554185569.03891,1554185569.07042,1554185569.09117,0.282140016555786,0.334400177001953,,,,,,
32,1554185568.77278,1554185568.80449,1554185569.07055,1554185569.10209,1554185569.12247,0.266059875488281,0.31797981262207,,,,,,
32,1554185568.82042,1554185568.85228,1554185569.10236,1554185569.15014,1554185569.15513,0.250080108642578,0.302850008010864,,,,,,
32,1554185568.86828,1554185568.90019,1554185569.15055,1554185569.19793,1554185569.20349,0.250359773635864,0.303299903869629,,,,,,
32,1554185568.91614,1554185568.94827,1554185569.19821,1554185569.24546,1554185569.2504,0.249939918518066,0.302129983901978,,,,,,
32,1554185568.9642,1554185568.99591,1554185569.24574,1554185569.29349,1554185569.29847,0.249830007553101,0.302560091018677,,,,,,
32,1554185569.01189,1554185569.04349,1554185569.29373,1554185569.34131,1554185569.34626,0.250240087509155,0.302770137786865,,,,,,
32,1554185569.05942,1554185569.09132,1554185569.34159,1554185569.3889,1554185569.39426,0.250269889831543,0.302939891815186,,,,,,
32,1554185569.1072,1554185569.13883,1554185569.38911,1554185569.42089,1554185569.42577,0.250280141830444,0.286940097808838,,,,,,
32,1554185569.15474,1554185569.18643,1554185569.42103,1554185569.45344,1554185569.45762,0.234600067138672,0.27118992805481,,,,,,
32,1554185569.20244,1554185569.2342,1554185569.4536,1554185569.48536,1554185569.4902,0.219399929046631,0.25600004196167,,,,,,
32,1554185569.25027,1554185569.28221,1554185569.48562,1554185569.53191,1554185569.53755,0.203409910202026,0.255339860916138,,,,,,
32,1554185569.29815,1554185569.33001,1554185569.53219,1554185569.57966,1554185569.58457,0.20218014717102,0.254559993743896,,,,,,
32,1554185569.34604,1554185569.37776,1554185569.58,1554185569.62736,1554185569.63219,0.202239990234375,0.254430055618286,,,,,,
32,1554185569.39377,1554185569.42551,1554185569.62761,1554185569.65922,1554185569.66419,0.202100038528442,0.238680124282837,,,,,,
32,1554185569.4414,1554185569.47296,1554185569.65938,1554185569.69169,1554185569.69656,0.18641996383667,0.223599910736084,,,,,,
32,1554185569.48888,1554185569.52065,1554185569.69186,1554185569.7236,1554185569.72853,0.171210050582886,0.207880020141602,,,,,,
32,1554185569.53657,1554185569.56823,1554185569.72383,1554185569.76991,1554185569.77485,0.155600070953369,0.20661997795105,,,,,,
32,1554185569.58417,1554185569.61589,1554185569.77018,1554185569.81762,1554185569.82257,0.154289960861206,0.206680059432983,,,,,,
32,1554185569.63181,1554185569.66337,1554185569.81792,1554185569.86543,1554185569.87034,0.154550075531006,0.20697021484375,,,,,,
32,1554185569.67925,1554185569.71081,1554185569.86575,1554185569.91288,1554185569.91785,0.154940128326416,0.207040071487427,,,,,,
32,1554185569.72672,1554185569.75843,1554185569.91316,1554185569.96069,1554185569.96559,0.154730081558228,0.207159996032715,,,,,,
32,1554185569.77438,1554185569.80624,1554185569.96109,1554185570.00831,1554185570.01332,0.154850006103516,0.207079887390137,,,,,,
32,1554185569.82221,1554185569.85398,1554185570.00855,1554185570.05644,1554185570.06137,0.154569864273071,0.207389831542969,,,,,,
32,1554185569.86993,1554185569.90162,1554185570.05673,1554185570.10432,1554185570.10925,0.155110120773315,0.207630157470703,,,,,,
32,1554185569.91768,1554185569.94944,1554185570.1046,1554185570.15197,1554185570.15699,0.155159950256348,0.207550048828125,,,,,,
32,1554185569.96539,1554185569.99703,1554185570.15216,1554185570.20018,1554185570.20501,0.155129909515381,0.207979917526245,,,,,,
32,1554185570.01296,1554185570.04482,1554185570.20052,1554185570.24756,1554185570.25249,0.155699968338013,0.207669973373413,,,,,,
32,1554185570.06075,1554185570.09285,1554185570.24777,1554185570.27952,1554185570.28438,0.154920101165771,0.191529989242554,,,,,,
32,1554185570.10878,1554185570.14073,1554185570.2797,1554185570.3432,1554185570.3482,0.138970136642456,0.207470178604126,,,,,,
32,1554185570.15677,1554185570.18865,1554185570.34349,1554185570.39143,1554185570.39633,0.154839992523193,0.207680225372314,,,,,,
32,1554185570.20456,1554185570.23624,1554185570.39163,1554185570.43936,1554185570.44433,0.155390024185181,0.20809006690979,,,,,,
32,1554185570.2523,1554185570.28411,1554185570.43962,1554185570.48774,1554185570.49263,0.155509948730469,0.20851993560791,,,,,,
32,1554185570.3,1554185570.3318,1554185570.48814,1554185570.51979,1554185570.52481,0.1563401222229,0.193010091781616,,,,,,
32,1554185570.34785,1554185570.37986,1554185570.51997,1554185570.58341,1554185570.58835,0.140110015869141,0.208490133285522,,,,,,
32,1554185570.39581,1554185570.42799,1554185570.58368,1554185570.63111,1554185570.63616,0.15568995475769,0.208169937133789,,,,,,
32,1554185570.44398,1554185570.47598,1554185570.63138,1554185570.67167,1554185570.67674,0.155400037765503,0.200759887695312,,,,,,
32,1554185570.49195,1554185570.52416,1554185570.67197,1554185570.71139,1554185570.7164,0.147809982299805,0.192239999771118,,,,,,
32,1554185570.54002,1554185570.57195,1554185570.71162,1554185570.7514,1554185570.75638,0.139670133590698,0.184430122375488,,,,,,
32,1554185570.58792,1554185570.61996,1554185570.75161,1554185570.79122,1554185570.79612,0.131649971008301,0.176159858703613,,,,,,
32,1554185570.62811,1554185570.6601,1554185570.79151,1554185570.83108,1554185570.83601,0.131410121917725,0.175909996032715,,,,,,
32,1554185570.66819,1554185570.7,1554185570.83129,1554185570.87094,1554185570.87604,0.131289958953857,0.176039934158325,,,,,,
32,1554185570.70809,1554185570.73984,1554185570.87119,1554185570.91089,1554185570.91586,0.131350040435791,0.176019906997681,,,,,,
32,1554185570.74795,1554185570.77975,1554185570.91119,1554185570.95069,1554185570.95568,0.131439924240112,0.17592978477478,,,,,,
32,1554185570.78786,1554185570.8198,1554185570.95095,1554185570.99038,1554185570.99535,0.131150007247925,0.175549983978271,,,,,,
32,1554185570.82791,1554185570.85968,1554185570.99061,1554185571.02232,1554185571.02718,0.130929946899414,0.167500019073486,,,,,,
32,1554185570.86779,1554185570.89953,1554185571.02261,1554185571.16234,1554185571.19175,0.123080015182495,0.292220115661621,,,,,,
32,1554185570.90764,1554185570.93936,1554185571.16271,1554185571.19544,1554185571.22315,0.223350048065186,0.283790111541748,,,,,,
32,1554185570.94742,1554185570.97908,1554185571.19574,1554185571.2282,1554185571.2546,0.216660022735596,0.275520086288452,,,,,,
32,1554185570.98717,1554185571.01894,1554185571.22851,1554185571.2827,1554185571.2876,0.209569931030273,0.268660068511963,,,,,,
32,1554185571.02731,1554185571.17529,1554185571.28301,1554185571.32285,1554185571.32772,0.107719898223877,0.152429819107056,,,,,,
32,1554185571.18352,1554185571.21497,1554185571.32317,1554185571.36272,1554185571.36774,0.108199834823608,0.152769804000855,,,,,,
32,1554185571.22328,1554185571.27128,1554185571.36302,1554185571.40227,1554185571.40722,0.091739892959595,0.135939836502075,,,,,,
32,1554185571.27953,1554185571.31137,1554185571.40251,1554185571.44201,1554185571.44696,0.091140031814575,0.135590076446533,,,,,,
32,1554185571.31949,1554185571.35109,1554185571.44223,1554185571.48188,1554185571.48697,0.091140031814575,0.135879993438721,,,,,,
32,1554185571.35919,1554185571.391,1554185571.48222,1554185571.52195,1554185571.52699,0.091219902038574,0.135989904403687,,,,,,
32,1554185571.39913,1554185571.43079,1554185571.52221,1554185571.56188,1554185571.56686,0.091419935226441,0.136070013046265,,,,,,
32,1554185571.4389,1554185571.47063,1554185571.56218,1554185571.6017,1554185571.60665,0.09155011177063,0.136020183563232,,,,,,
32,1554185571.47879,1554185571.51057,1554185571.60201,1554185571.63373,1554185571.63868,0.091439962387085,0.128109931945801,,,,,,
32,1554185571.51859,1554185571.55056,1554185571.63392,1554185571.66552,1554185571.67042,0.083359956741333,0.119859933853149,,,,,,
32,1554185571.55857,1554185571.59027,1554185571.66575,1554185571.72154,1554185571.72645,0.075479984283447,0.13617992401123,,,,,,
32,1554185571.59839,1554185571.63025,1554185571.72181,1554185571.76124,1554185571.76618,0.091560125350952,0.135930061340332,,,,,,
32,1554185571.63833,1554185571.67011,1554185571.76145,1554185571.793,1554185571.79798,0.091340065002441,0.127870082855225,,,,,,
32,1554185571.67823,1554185571.71006,1554185571.79317,1554185571.82503,1554185571.83013,0.083110094070435,0.120070219039917,,,,,,
32,1554185571.71819,1554185571.74993,1554185571.82531,1554185571.88128,1554185571.88632,0.075380086898804,0.136390209197998,,,,,,
32,1554185571.75806,1554185571.78992,1554185571.8816,1554185571.92125,1554185571.92615,0.091679811477661,0.136229991912842,,,,,,
32,1554185571.79815,1554185571.83031,1554185571.92151,1554185571.96245,1554185571.96752,0.09119987487793,0.137209892272949,,,,,,
32,1554185571.83841,1554185571.87013,1554185571.96272,1554185572.00195,1554185572.00688,0.092589855194092,0.136749982833862,,,,,,
32,1554185571.87825,1554185571.91031,1554185572.00227,1554185572.04107,1554185572.04593,0.091959953308106,0.135619878768921,,,,,,
32,1554185571.91843,1554185571.95004,1554185572.04135,1554185572.08273,1554185572.08773,0.091309785842896,0.137689828872681,,,,,,
32,1554185571.95817,1554185571.98976,1554185572.08301,1554185572.1231,1554185572.12797,0.093250036239624,0.13821005821228,,,,,,
32,1554185571.9979,1554185572.02966,1554185572.12341,1554185572.16042,1554185572.16553,0.09375,0.135869979858398,,,,,,
32,1554185572.03778,1554185572.06943,1554185572.16072,1554185572.20026,1554185572.20508,0.09128999710083,0.135649919509888,,,,,,
32,1554185572.07754,1554185572.10933,1554185572.20053,1554185572.23988,1554185572.24521,0.091200113296509,0.135879993438721,,,,,,
32,1554185572.11748,1554185572.14925,1554185572.2402,1554185572.27986,1554185572.28469,0.090950012207031,0.135439872741699,,,,,,
32,1554185572.15733,1554185572.18895,1554185572.28016,1554185572.31181,1554185572.31673,0.091209888458252,0.127779960632324,,,,,,
32,1554185572.19704,1554185572.2287,1554185572.31208,1554185572.35957,1554185572.36446,0.083379983901978,0.135760068893433,,,,,,
32,1554185572.23682,1554185572.2685,1554185572.35987,1554185572.3993,1554185572.40453,0.091369867324829,0.136029958724976,,,,,,
32,1554185572.27669,1554185572.30842,1554185572.3996,1554185572.4318,1554185572.43674,0.091180086135864,0.128319978713989,,,,,,
32,1554185572.31653,1554185572.34825,1554185572.43203,1554185572.46361,1554185572.46853,0.08378005027771,0.120280027389526,,,,,,
32,1554185572.35636,1554185572.3881,1554185572.46388,1554185572.51897,1554185572.5239,0.075780153274536,0.135800123214722,,,,,,
32,1554185572.39638,1554185572.42796,1554185572.51929,1554185572.55916,1554185572.56409,0.091330051422119,0.136130094528198,,,,,,
32,1554185572.43604,1554185572.46774,1554185572.55939,1554185572.59908,1554185572.60413,0.091650009155274,0.136389970779419,,,,,,
32,1554185572.47588,1554185572.50768,1554185572.59932,1554185572.6393,1554185572.64433,0.091639995574951,0.136650085449219,,,,,,
32,1554185572.51585,1554185572.54773,1554185572.63962,1554185572.67947,1554185572.68433,0.091890096664429,0.136600017547607,,,,,,
32,1554185572.55583,1554185572.58774,1554185572.67976,1554185572.71901,1554185572.72393,0.092020034790039,0.136189937591553,,,,,,
32,1554185572.59597,1554185572.62781,1554185572.71923,1554185572.75929,1554185572.76425,0.091419935226441,0.13644003868103,,,,,,
32,1554185572.6359,1554185572.6679,1554185572.75958,1554185572.79518,1554185572.80009,0.091679811477661,0.132189989089966,,,,,,
32,1554185572.67599,1554185572.70784,1554185572.79548,1554185572.83081,1554185572.83587,0.087640047073364,0.128030061721802,,,,,,
32,1554185572.7161,1554185572.7478,1554185572.83102,1554185572.8667,1554185572.8716,0.0832200050354,0.123799800872803,,,,,,
32,1554185572.75199,1554185572.78366,1554185572.86698,1554185572.90225,1554185572.90736,0.083320140838623,0.123700141906738,,,,,,
32,1554185572.78785,1554185572.81961,1554185572.90252,1554185572.93805,1554185572.94295,0.082909822463989,0.123339891433716,,,,,,
32,1554185572.82378,1554185572.85539,1554185572.93828,1554185572.97387,1554185572.97886,0.082890033721924,0.123469829559326,,,,,,
32,1554185572.85958,1554185572.89114,1554185572.97415,1554185573.0097,1554185573.01467,0.083009958267212,0.12352991104126,,,,,,
32,1554185572.89532,1554185572.92693,1554185573.01002,1554185573.04545,1554185573.05042,0.08309006690979,0.12349009513855,,,,,,
32,1554185572.93113,1554185572.9627,1554185573.04576,1554185573.0815,1554185573.08645,0.083060026168823,0.12375020980835,,,,,,
32,1554185572.96685,1554185572.99843,1554185573.08169,1554185573.11783,1554185573.12268,0.08326005935669,0.124249935150146,,,,,,
32,1554185573.00262,1554185573.03426,1554185573.11814,1554185573.15388,1554185573.15879,0.083879947662354,0.124530076980591,,,,,,
32,1554185573.03863,1554185573.07026,1554185573.1542,1554185573.18955,1554185573.19445,0.083940029144287,0.124189853668213,,,,,,
32,1554185573.07448,1554185573.10635,1554185573.18984,1554185573.22143,1554185573.22639,0.083490133285523,0.120039939880371,,,,,,
32,1554185573.11054,1554185573.14226,1554185573.2217,1554185573.26111,1554185573.26618,0.079439878463745,0.12391996383667,,,,,,
32,1554185573.14644,1554185573.17828,1554185573.26139,1554185573.29698,1554185573.30202,0.083109855651856,0.123739957809448,,,,,,
32,1554185573.18248,1554185573.21401,1554185573.29719,1554185573.33283,1554185573.33771,0.083179950714111,0.123699903488159,,,,,,
32,1554185573.21822,1554185573.24987,1554185573.33314,1554185573.36873,1554185573.37376,0.083269834518433,0.123889923095703,,,,,,
32,1554185573.25408,1554185573.28567,1554185573.36901,1554185573.40455,1554185573.40966,0.083339929580689,0.123990058898926,,,,,,
32,1554185573.28991,1554185573.32157,1554185573.40488,1554185573.44079,1554185573.44574,0.083310127258301,0.124170064926147,,,,,,
32,1554185573.32582,1554185573.35737,1554185573.44108,1554185573.47677,1554185573.4818,0.083710193634033,0.124430179595947,,,,,,
32,1554185573.36157,1554185573.39352,1554185573.47698,1554185573.51261,1554185573.51755,0.083459854125977,0.124029874801636,,,,,,
32,1554185573.39782,1554185573.42952,1554185573.51292,1554185573.54853,1554185573.55354,0.083400011062622,0.124020099639893,,,,,,
32,1554185573.43371,1554185573.46551,1554185573.54878,1554185573.58466,1554185573.58971,0.083270072937012,0.124200105667114,,,,,,
32,1554185573.46974,1554185573.50134,1554185573.585,1554185573.61656,1554185573.62158,0.083660125732422,0.120239973068237,,,,,,
32,1554185573.50554,1554185573.53738,1554185573.6168,1554185573.64847,1554185573.65338,0.07942008972168,0.115999937057495,,,,,,
32,1554185573.54166,1554185573.57341,1554185573.64867,1554185573.69233,1554185573.69726,0.075259923934937,0.123849868774414,,,,,,
32,1554185573.57764,1554185573.6093,1554185573.69259,1554185573.72829,1554185573.7332,0.083290100097656,0.123900175094605,,,,,,
32,1554185573.61349,1554185573.64522,1554185573.72863,1554185573.76387,1554185573.77323,0.083410024642944,0.128010034561157,,,,,,
32,1554185573.6494,1554185573.68111,1554185573.76414,1554185573.80415,1554185573.80908,0.083029985427857,0.127969980239868,,,,,,
32,1554185573.68537,1554185573.71694,1554185573.80443,1554185573.83615,1554185573.84115,0.087490081787109,0.124210119247437,,,,,,
32,1554185573.72114,1554185573.75691,1554185573.83645,1554185573.87631,1554185573.88131,0.079540014266968,0.124399900436401,,,,,,
32,1554185573.76109,1554185573.79295,1554185573.87664,1554185573.91233,1554185573.9174,0.083690166473389,0.124449968338013,,,,,,
32,1554185573.79719,1554185573.82904,1554185573.91259,1554185573.94812,1554185573.95305,0.083549976348877,0.124009847640991,,,,,,
32,1554185573.83329,1554185573.86513,1554185573.94843,1554185573.98395,1554185573.98899,0.083300113677979,0.123860120773315,,,,,,
32,1554185573.86937,1554185573.90107,1554185573.98421,1554185574.01979,1554185574.02467,0.083139896392822,0.123599767684937,,,,,,
32,1554185573.90525,1554185573.93683,1554185574.02008,1554185574.0562,1554185574.0612,0.083250045776367,0.124369859695435,,,,,,
32,1554185573.94104,1554185573.97266,1554185574.05649,1554185574.09192,1554185574.09692,0.083829879760742,0.124259948730469,,,,,,
32,1554185573.97684,1554185574.00855,1554185574.09222,1554185574.12785,1554185574.13282,0.083670139312744,0.124269962310791,,,,,,
32,1554185574.01293,1554185574.04474,1554185574.12817,1554185574.16385,1554185574.16876,0.083430051803589,0.124020099639893,,,,,,
32,1554185574.04893,1554185574.08059,1554185574.16417,1554185574.19978,1554185574.20473,0.083580017089844,0.124140024185181,,,,,,
32,1554185574.08479,1554185574.11645,1554185574.20007,1554185574.23564,1554185574.24055,0.083619832992554,0.124099969863892,,,,,,
32,1554185574.12096,1554185574.15256,1554185574.23595,1554185574.27153,1554185574.27651,0.0833899974823,0.123950004577637,,,,,,
32,1554185574.15676,1554185574.18851,1554185574.27183,1554185574.30724,1554185574.31223,0.083320140838623,0.123720169067383,,,,,,
32,1554185574.1927,1554185574.22444,1554185574.30751,1554185574.3391,1554185574.34399,0.083069801330566,0.119549989700317,,,,,,
32,1554185574.22864,1554185574.26028,1554185574.33941,1554185574.38082,1554185574.38571,0.079130172729492,0.125430107116699,,,,,,
32,1554185574.26446,1554185574.29628,1554185574.38113,1554185574.41643,1554185574.42148,0.084850072860718,0.125200033187866,,,,,,
32,1554185574.30057,1554185574.33373,1554185574.41663,1554185574.45218,1554185574.45706,0.082900047302246,0.123330116271973,,,,,,
32,1554185574.33793,1554185574.3695,1554185574.45252,1554185574.48809,1554185574.49298,0.083019971847534,0.123480081558228,,,,,,
32,1554185574.37366,1554185574.40526,1554185574.48839,1554185574.52387,1554185574.52879,0.0831298828125,0.12352991104126,,,,,,
32,1554185574.40947,1554185574.44093,1554185574.52413,1554185574.62144,1554185574.62643,0.083200216293335,0.185500144958496,,,,,,
32,1554185574.44514,1554185574.47664,1554185574.62172,1554185574.65513,1554185574.65826,0.145080089569092,0.181620121002197,,,,,,
32,1554185574.48085,1554185574.51247,1554185574.65531,1554185574.68698,1554185574.69191,0.142839908599854,0.179440021514893,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
0.115999937057495,0.127251801490784,0.185500144958496,,,,,,,,,,,
0.119859933853149,0.151910791397095,0.292220115661621,,,,,,,,,,,
0.184430122375488,0.266410012245178,0.436929941177368,,,,,,,,,,,
0.031110048294067,0.053247013092041,0.080209970474243,,,,,,,,,,,
0.031630039215088,0.054191813468933,0.111800193786621,,,,,,,,,,,
0.03154993057251,0.469942407608032,1.55883979797363,,,,,,,,,,,
0.03138017654419,0.312533802986145,0.833319902420044,,,,,,,,,,,
0.031509876251221,0.915821008682251,3.57241988182068,,,,,,,,,,,
0.03137993812561,0.87031219959259,2.42447996139526,,,,,,,,,,,
